thread,thread_length,user.verified_mean,user.verified_sum,user.verified_var,user.profile_bgcolor_mean,user.profile_bgcolor_sum,user.profile_bgcolor_var,user.has_bg_img_mean,user.has_bg_img_sum,user.has_bg_img_var,contentlength_mean,contentlength_sum,contentlength_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,Adverb_mean,Adverb_sum,Adverb_var,Pronoun_mean,Pronoun_sum,Pronoun_var,has_place_mean,has_place_sum,has_place_var,Verb_mean,Verb_sum,Verb_var,has_coords_mean,has_coords_sum,has_coords_var,Noun_mean,Noun_sum,Noun_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,hasperiod_mean,hasperiod_sum,hasperiod_var,number_punct_mean,number_punct_sum,number_punct_var,urls_count_mean,urls_count_sum,urls_count_var,has_quest_or_exclaim_mean,has_quest_or_exclaim_sum,has_quest_or_exclaim_var,user.name_length_mean,user.name_length_sum,user.name_length_var,favorite_count_mean,favorite_count_sum,favorite_count_var,has_exclaim_mean,has_exclaim_sum,has_exclaim_var,user_mentions_mean,user_mentions_sum,user_mentions_var,user.default_pic_mean,user.default_pic_sum,user.default_pic_var,is_rumor,retweet_count_mean,retweet_count_sum,retweet_count_var,capitalratio_mean,capitalratio_sum,capitalratio_var,media_count_mean,media_count_sum,media_count_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,has_quest_mean,has_quest_sum,has_quest_var,Adjective_mean,Adjective_sum,Adjective_var,user.profile_sbcolor_mean,user.profile_sbcolor_sum,user.profile_sbcolor_var,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,has_smile_emoji_mean,has_smile_emoji_sum,has_smile_emoji_var,user.handle_length_mean,user.handle_length_sum,user.handle_length_var,sensitive_mean,sensitive_sum,sensitive_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,src.followers_count,src.listed_count,src.user_verified,created,src.created_at,src.tweets_total,first_resp,last_resp,resp_var,component_count,largest_cc_diameter,time_to_first_resp,time_to_last_resp
524922078638903296,51,0.0,0,0.0,8148526.725490196,415574863,24918379644760.805,0.9803921568627451,50,0.0196078431372549,17.235294117647058,879,26.22352941176471,-0.010504201680672271,-0.5357142857142858,0.01681832232893157,0,0,0.0,0.0196078431372549,1,0.0196078431372549,0.0,0,0.0,1.3725490196078431,70,1.0384313725490193,0.0,0,0.0,11.176470588235293,570,12.62823529411765,0.0392156862745098,2,0.038431372549019606,1.3725490196078431,70,1.1584313725490192,5.568627450980392,284,4.010196078431373,0.0,0,0.0,0.35294117647058826,18,0.23294117647058818,8.72549019607843,445,7.403137254901961,0.4117647058823529,21,8.647058823529413,0.09803921568627451,5,0.09019607843137255,1.8823529411764706,96,0.7458823529411766,0.43137254901960786,22,0.2501960784313726,0,7.8431372549019605,400,3026.7749019607836,0.05572005576450894,2.841722843989956,0.0012234127620851067,0.0,0,0.0,0.13725490196078433,7,0.24078431372549022,0.9411764705882353,0.2549019607843137,13,0.19372549019607846,1.5686274509803921,80,1.5701960784313727,7781162.7450980395,396839300,37864823663502.01,11007.78431372549,561397,634049114.8925492,0.0,0,0.0,12.901960784313726,658,22.050196078431362,0.0,0,0.0,0.0,0,0.0,66724,1661,0,1413986150000.0,1231973179000.0,38424,1413986225000.0,1413993827000.0,5523543990400.0,3,7,75000.0,7677000.0
524922499466022913,16,0.0,0,0.0,9776887.625,156430202,28972843058567.71,0.9375,15,0.06249999999999999,8.3125,133,30.895833333333332,-0.32734375,-5.2375,0.18402018229166667,0,0,0.0,0.125,2,0.11666666666666665,0.125,2,0.11666666666666664,1.0,16,1.2000000000000002,0.0,0,0.0,4.9375,79,9.6625,0.0,0,0.0,1.3125,21,2.095833333333333,5.6875,91,29.695833333333333,0.0,0,0.0,0.3125,5,0.22916666666666666,11.0625,177,8.595833333333333,1.125,18,20.250000000000004,0.25,4,0.19999999999999998,1.5625,25,0.6625,0.5625,9,0.2625,0,10.3125,165,1701.5625,0.19687462888141957,3.149994062102713,0.009023619790642189,0.25,4,0.20000000000000007,0.5625,9,1.8625,0.8125,0.0625,1,0.0625,0.375,6,0.25,12772800.3125,204364805,14571125806016.764,12467.9375,199487,729710333.9291667,0.0,0,0.0,9.9375,159,17.129166666666666,0.0,0,0.0,0.0625,1,0.06249999999999999,60089,1594,0,1413986251000.0,1231973179000.0,38159,1413986361000.0,1413999500000.0,10440417733333.334,3,3,110000.0,13249000.0
524922507380670464,7,0.14285714285714285,1,0.14285714285714288,10311334.142857144,72179339,28841230998988.14,1.0,7,0.0,13.0,91,51.333333333333336,-0.06964285714285713,-0.48749999999999993,0.04228422619047619,0,0,0.0,0.0,0,0.0,0.2857142857142857,2,0.23809523809523814,3.142857142857143,22,3.4761904761904763,0.2857142857142857,2,0.23809523809523814,7.142857142857143,50,17.80952380952381,0.0,0,0.0,1.8571428571428572,13,2.8095238095238098,4.142857142857143,29,11.80952380952381,0.0,0,0.0,0.14285714285714285,1,0.14285714285714288,10.714285714285714,75,7.904761904761905,3.4285714285714284,24,74.6190476190476,0.0,0,0.0,1.0,7,0.3333333333333333,0.2857142857142857,2,0.2380952380952381,1,35.857142857142854,251,8751.47619047619,0.1629672034387013,1.1407704240709091,0.01622695164445147,0.0,0,0.0,0.7142857142857143,5,0.2380952380952381,0.7142857142857143,0.14285714285714285,1,0.14285714285714288,0.14285714285714285,1,0.14285714285714288,14336148.857142856,100353042,9419167048247.477,18518.571428571428,129630,220202753.28571427,0.0,0,0.0,12.571428571428571,88,2.9523809523809526,0.0,0,0.0,0.0,0,0.0,357541,5251,1,1413986253000.0,1232053399000.0,25502,1413986311000.0,1413987735000.0,243886222222.22226,3,2,58000.0,1482000.0
524922729485848576,37,0.02702702702702703,1,0.02702702702702702,9361465.162162162,346374211,24248819582320.305,0.8918918918918919,33,0.09909909909909914,16.10810810810811,596,45.210210210210214,0.1415915915915916,5.238888888888889,0.06273586955010566,0,0,0.0,1.3243243243243243,49,1.1141141141141135,0.02702702702702703,1,0.02702702702702702,3.4594594594594597,128,5.199699699699697,0.02702702702702703,1,0.02702702702702702,5.216216216216216,193,7.840840840840837,0.16216216216216217,6,0.13963963963963966,1.2972972972972974,48,1.8258258258258258,3.6216216216216215,134,7.6861861861861875,0.0,0,0.0,0.40540540540540543,15,0.24774774774774777,10.162162162162161,376,6.917417417417415,0.5675675675675675,21,2.9744744744744747,0.1891891891891892,7,0.15765765765765768,1.2972972972972974,48,0.3813813813813814,0.4594594594594595,17,0.2552552552552553,1,2.918918918918919,108,297.63213213213214,0.03929262638201543,1.453827176134571,0.0006513682569919392,0.05405405405405406,2,0.05255255255255256,0.05405405405405406,2,0.05255255255255256,0.9459459459459459,0.2972972972972973,11,0.2147147147147147,0.8648648648648649,32,0.8978978978978979,11161275.432432432,412967191,25347889814751.027,7116.72972972973,263319,82630942.42492494,0.0,0,0.0,12.054054054054054,446,9.496996996996998,0.0,0,0.0,0.0,0,0.0,1209,73,0,1413986305000.0,1244140950000.0,22152,1413986395000.0,1414010404000.0,71461854055555.55,1,6,90000.0,24099000.0
524923148576518144,23,0.21739130434782608,5,0.17786561264822134,7631777.782608695,175530889,41518499355743.734,0.9565217391304348,22,0.043478260869565216,15.565217391304348,358,26.166007905138347,-0.01950404667795973,-0.44859307359307377,0.11735690435145192,0,0,0.0,0.9130434782608695,21,0.9011857707509883,0.043478260869565216,1,0.043478260869565216,2.1739130434782608,50,1.5138339920948616,0.0,0,0.0,6.6521739130434785,153,4.509881422924901,0.08695652173913043,2,0.08300395256916994,1.3043478260869565,30,2.9486166007905137,5.478260869565218,126,16.806324110671937,0.043478260869565216,1,0.043478260869565216,0.43478260869565216,10,0.2569169960474308,10.73913043478261,247,6.837944664031619,1.9130434782608696,44,39.628458498023704,0.08695652173913043,2,0.08300395256916993,2.0434782608695654,47,1.134387351778656,0.08695652173913043,2,0.08300395256916994,0,13.608695652173912,313,4063.521739130435,0.08648106914901633,1.9890645904273756,0.0021934611867095925,0.08695652173913043,2,0.08300395256916995,0.043478260869565216,1,0.043478260869565216,0.9130434782608696,0.34782608695652173,8,0.23715415019762842,0.5652173913043478,13,0.34782608695652173,11253935.086956521,258840507,47834468407727.08,60787.217391304344,1398106,18848696341.905136,0.0,0,0.0,12.608695652173912,290,12.249011857707506,0.0,0,0.0,0.043478260869565216,1,0.043478260869565216,21413,695,1,1413986405000.0,1255098974000.0,5184,1413986441000.0,1414040637000.0,307280285357438.06,3,5,36000.0,54232000.0
524923293711998976,24,0.041666666666666664,1,0.041666666666666664,9372518.166666666,224940436,26023498577956.06,0.875,21,0.11413043478260869,15.333333333333334,368,32.05797101449276,0.05085772156084656,1.2205853174603174,0.05966690271803459,0,0,0.0,0.9583333333333334,23,1.259057971014493,0.041666666666666664,1,0.041666666666666664,3.0833333333333335,74,4.079710144927537,0.041666666666666664,1,0.041666666666666664,5.5,132,5.913043478260868,0.16666666666666666,4,0.14492753623188404,1.7916666666666667,43,4.780797101449275,6.541666666666667,157,23.476449275362317,0.08333333333333333,2,0.07971014492753623,0.4583333333333333,11,0.25905797101449274,9.791666666666666,235,8.606884057971016,3.5,84,265.6521739130435,0.20833333333333334,5,0.17210144927536233,1.6666666666666667,40,0.6666666666666666,0.5416666666666666,13,0.2590579710144928,1,27.958333333333332,671,18527.606884057972,0.057160673103226006,1.3718561544774242,0.002249627501579916,0.16666666666666666,4,0.14492753623188404,0.2916666666666667,7,0.3025362318840579,0.875,0.2916666666666667,7,0.21557971014492752,1.0416666666666667,25,1.1721014492753625,11024354.0,264584496,23107017550628.094,24092.833333333332,578228,2967157414.4057975,0.0,0,0.0,12.083333333333334,290,11.471014492753625,0.0,0,0.0,0.041666666666666664,1,0.04166666666666666,78813,1526,1,1413986440000.0,1282331303000.0,8740,1413986543000.0,1413991846000.0,1647627803402.646,3,5,103000.0,5406000.0
524923341359300608,23,0.043478260869565216,1,0.043478260869565216,8732088.043478262,200838025,34629443958860.766,0.8260869565217391,19,0.15019762845849802,12.652173913043478,291,29.418972332015812,-0.28044927536231884,-6.450333333333333,0.20390949099692576,0,0,0.0,0.2608695652173913,6,0.292490118577075,0.043478260869565216,1,0.043478260869565216,1.826086956521739,42,1.877470355731225,0.043478260869565216,1,0.043478260869565216,5.913043478260869,136,5.08300395256917,0.043478260869565216,1,0.04347826086956521,1.4782608695652173,34,2.806324110671937,4.956521739130435,114,17.043478260869563,0.0,0,0.0,0.391304347826087,9,0.2490118577075098,11.652173913043478,268,5.237154150197628,1.826086956521739,42,59.15019762845852,0.30434782608695654,7,0.22134387351778653,1.3478260869565217,31,0.32806324110671925,0.30434782608695654,7,0.22134387351778653,1,19.043478260869566,438,8065.407114624505,0.12642858569197796,2.907857470915493,0.005509526559343941,0.0,0,0.0,0.6086956521739131,14,0.3399209486166008,0.8695652173913043,0.21739130434782608,5,0.1778656126482214,0.8695652173913043,20,0.3003952569169961,12265918.826086957,282116133,26142328813482.51,5279.826086956522,121436,64879386.51383401,0.0,0,0.0,10.826086956521738,249,14.786561264822133,0.0,0,0.0,0.043478260869565216,1,0.04347826086956521,366088,5312,1,1413986451000.0,1232053399000.0,25595,1413986510000.0,1414008741000.0,20704623580578.508,4,4,59000.0,22290000.0
524923403183333376,20,0.0,0,0.0,11537058.4,230741168,13924411759730.252,0.95,19,0.04999999999999999,7.25,145,24.61842105263157,0.20156250000000003,4.031250000000001,0.1480833675986842,0,0,0.0,0.6,12,0.9894736842105262,0.0,0,0.0,1.2,24,2.4842105263157896,0.0,0,0.0,3.55,71,6.68157894736842,0.1,2,0.09473684210526315,0.8,16,2.1684210526315786,2.3,46,4.852631578947369,0.05,1,0.049999999999999996,0.15,3,0.13421052631578947,11.4,228,6.778947368421053,304.5,6090,1854405.0,0.15,3,0.13421052631578947,1.25,25,0.30263157894736836,0.8,16,0.16842105263157894,0,290.7,5814,1690129.8,0.06801029271896362,1.3602058543792725,0.01051761140140584,0.0,0,0.0,0.3,6,0.5368421052631579,0.9,0.0,0,0.0,0.5,10,1.0,11868683.8,237373676,16023035605951.432,3072.55,61451,60347195.20789473,0.0,0,0.0,13.2,264,22.484210526315785,0.0,0,0.0,0.0,0,0.0,1110815,449,0,1413986466000.0,1275345046000.0,16442,1413986533000.0,1414004055000.0,31308269883656.51,2,2,67000.0,17589000.0
524923462398513152,14,0.07142857142857142,1,0.07142857142857142,10847626.07142857,151866765,16743426607060.072,1.0,14,0.0,6.857142857142857,96,46.285714285714285,0.20535714285714285,2.875,0.15049793956043958,0,0,0.0,0.07142857142857142,1,0.07142857142857142,0.0,0,0.0,1.4285714285714286,20,3.340659340659341,0.0,0,0.0,3.4285714285714284,48,8.571428571428571,0.07142857142857142,1,0.07142857142857142,0.5714285714285714,8,0.7252747252747251,2.2142857142857144,31,4.642857142857142,0.0,0,0.0,0.5,7,0.2692307692307692,11.571428571428571,162,6.571428571428574,1.5714285714285714,22,28.263736263736266,0.35714285714285715,5,0.24725274725274723,1.2142857142857142,17,0.33516483516483514,0.2857142857142857,4,0.21978021978021983,1,12.071428571428571,169,2014.2252747252746,0.04720650788437774,0.6608911103812883,0.0017144055606559336,0.0,0,0.0,0.07142857142857142,1,0.07142857142857142,0.8571428571428572,0.14285714285714285,2,0.13186813186813187,0.6428571428571429,9,0.4010989010989011,12462636.5,174476911,18830418727508.42,9108.142857142857,127514,101767608.43956043,0.0,0,0.0,12.928571428571429,181,12.225274725274724,0.0,0,0.0,0.07142857142857142,1,0.07142857142857142,4898,221,1,1413986480000.0,1296845990000.0,14227,1413986510000.0,1413991180000.0,1710447905325.4436,3,2,30000.0,4700000.0
524923480173981696,10,0.1,1,0.10000000000000002,9875362.9,98753629,29207031063395.652,0.9,9,0.09999999999999999,11.0,110,46.888888888888886,0.004999999999999999,0.04999999999999999,0.02975617283950617,0,0,0.0,0.4,4,0.48888888888888893,0.0,0,0.0,2.0,20,3.5555555555555554,0.0,0,0.0,5.3,53,9.344444444444445,0.1,1,0.10000000000000002,0.5,5,0.7222222222222223,2.3,23,3.122222222222222,0.0,0,0.0,0.1,1,0.09999999999999999,9.8,98,4.844444444444443,5.6,56,277.8222222222222,0.0,0,0.0,1.1,11,0.3222222222222222,0.3,3,0.23333333333333334,1,29.6,296,8437.377777777778,0.1776613462000586,1.776613462000586,0.0174806421649062,0.0,0,0.0,0.5,5,0.2777777777777778,0.8,0.1,1,0.09999999999999999,0.4,4,0.7111111111111111,13091549.0,130915490,8946601194478.0,9647.2,96472,243374186.17777777,0.0,0,0.0,11.2,112,8.399999999999999,0.0,0,0.0,0.0,0,0.0,173267,1966,1,1413986484000.0,1287157722000.0,50156,1413986524000.0,1413992142000.0,3520410617283.9507,3,2,40000.0,5658000.0
