thread,user.verified_mean,user.verified_sum,user.verified_var,number_punct_mean,number_punct_sum,number_punct_var,thread_length,user.has_bg_img_mean,user.has_bg_img_sum,user.has_bg_img_var,urls_count_mean,urls_count_sum,urls_count_var,user_mentions_mean,user_mentions_sum,user_mentions_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,user.profile_bgcolor_mean,user.profile_bgcolor_sum,user.profile_bgcolor_var,has_exclaim_mean,has_exclaim_sum,has_exclaim_var,Noun_mean,Noun_sum,Noun_var,user.name_length_mean,user.name_length_sum,user.name_length_var,media_count_mean,media_count_sum,media_count_var,user.profile_sbcolor_mean,user.profile_sbcolor_sum,user.profile_sbcolor_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,has_smile_emoji_mean,has_smile_emoji_sum,has_smile_emoji_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,Adverb_mean,Adverb_sum,Adverb_var,user.handle_length_mean,user.handle_length_sum,user.handle_length_var,is_rumor,user.default_pic_mean,user.default_pic_sum,user.default_pic_var,capitalratio_mean,capitalratio_sum,capitalratio_var,has_quest_mean,has_quest_sum,has_quest_var,favorite_count_mean,favorite_count_sum,favorite_count_var,has_coords_mean,has_coords_sum,has_coords_var,Verb_mean,Verb_sum,Verb_var,Pronoun_mean,Pronoun_sum,Pronoun_var,Adjective_mean,Adjective_sum,Adjective_var,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,has_quest_or_exclaim_mean,has_quest_or_exclaim_sum,has_quest_or_exclaim_var,retweet_count_mean,retweet_count_sum,retweet_count_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,sensitive_mean,sensitive_sum,sensitive_var,hasperiod_mean,hasperiod_sum,hasperiod_var,has_place_mean,has_place_sum,has_place_var,contentlength_mean,contentlength_sum,contentlength_var,src.followers_count,src.listed_count,src.user_verified,created,src.created_at,src.tweets_total,first_resp,last_resp,resp_var,component_count,largest_cc_diameter,time_to_first_resp,time_to_last_resp
544266241511133186,0.125,1,0.12500000000000003,3.875,31,2.4107142857142856,8,0.75,6,0.21428571428571427,0.0,0,0.0,0.875,7,0.125,0.125,1,0.12500000000000003,8320460.75,66563686,44514338976826.5,0.125,1,0.12500000000000003,7.5,60,8.857142857142858,9.5,76,7.714285714285714,0.0,0,0.0,12901705.0,103213640,24812370176580.29,0.0,0,0.0,0.875,0.0,0,0.0,0.0,0,0.0,0,0,0.0,11.25,90,30.5,0,0.375,3,0.2678571428571429,0.06743445256449349,0.5394756205159479,0.0007875214276677381,0.0,0,0.0,6.0,48,274.5714285714286,0.0,0,0.0,3.75,30,3.3571428571428568,0.125,1,0.12500000000000003,0.5,4,1.1428571428571428,5881.0,47048,79786620.0,0.125,1,0.12500000000000003,31.5,252,7654.5714285714275,-0.11660714285714285,-0.9328571428571428,0.1158390306122449,0.0,0,0.0,1.75,14,0.5,0.0,0,0.0,17.375,139,5.124999999999997,78981,1221,1,1418598158000.0,1236323964000.0,27217,1418599070000.0,1418604958000.0,3109806816326.531,2,2,912000.0,6800000.0
544267656597995521,0.038461538461538464,1,0.03846153846153846,4.5,117,6.899999999999998,26,0.8461538461538461,22,0.13538461538461538,0.038461538461538464,1,0.03846153846153846,1.7692307692307692,46,0.5846153846153848,0.11538461538461539,3,0.10615384615384617,12100109.153846154,314602838,20510251199323.184,0.15384615384615385,4,0.13538461538461538,4.615384615384615,120,6.8061538461538476,10.884615384615385,283,5.546153846153844,0.07692307692307693,2,0.07384615384615383,12061122.346153846,313589181,29739739456138.88,0.07692307692307693,2,0.07384615384615384,0.9230769230769231,0.0,0,0.0,0.07692307692307693,2,0.07384615384615384,0,0,0.0,11.26923076923077,293,16.364615384615387,1,0.2692307692307692,7,0.20461538461538467,0.08167134884365684,2.123455069935078,0.0026724215348709114,0.19230769230769232,5,0.16153846153846152,3.0,78,121.91999999999999,0.038461538461538464,1,0.03846153846153846,1.8461538461538463,48,2.135384615384616,0.2692307692307692,7,0.28461538461538466,0.7692307692307693,20,0.5846153846153848,18588.423076923078,483299,382194944.9738461,0.34615384615384615,9,0.23538461538461533,17.923076923076923,466,7600.073846153845,0.00420482295482295,0.10932539682539671,0.18100570678770084,0.0,0,0.0,0.9615384615384616,25,1.3984615384615384,0.07692307692307693,2,0.07384615384615384,10.923076923076923,284,36.553846153846145,1672,45,1,1418598495000.0,1298864310000.0,2475,1418598852000.0,1418604159000.0,2352559920000.0,5,6,357000.0,5664000.0
544268186292867072,0.05,1,0.049999999999999996,6.6,132,19.72631578947368,20,1.0,20,0.0,0.3,6,0.2210526315789474,1.35,27,0.3447368421052632,0.05,1,0.049999999999999996,11426419.15,228528383,23286045797674.035,0.2,4,0.16842105263157897,8.15,163,15.186842105263159,12.05,241,2.4710526315789476,0.0,0,0.0,12514173.5,250283470,14168492846488.686,0.0,0,0.0,0.95,0.0,0,0.0,0.0,0,0.0,0,0,0.0,12.0,240,16.105263157894736,1,0.65,13,0.23947368421052637,0.09192061996550117,1.8384123993100234,0.005551339775646136,0.1,2,0.09473684210526313,0.65,13,7.186842105263159,0.05,1,0.049999999999999996,1.7,34,1.4842105263157894,0.3,6,0.2210526315789474,0.85,17,0.8710526315789474,21654.7,433094,3821468258.7473683,0.3,6,0.2210526315789474,7.85,157,1104.3447368421057,0.1125,2.25,0.16595394736842106,0.0,0,0.0,0.8,16,0.6947368421052631,0.05,1,0.049999999999999996,12.5,250,26.157894736842103,2114,40,1,1418598622000.0,1381762931000.0,634,1418599391000.0,1418607368000.0,2769240880886.4263,3,4,769000.0,8746000.0
544268637134393344,0.10526315789473684,2,0.09941520467836257,5.2105263157894735,99,9.619883040935672,19,0.8421052631578947,16,0.1403508771929824,0.05263157894736842,1,0.05263157894736842,1.2105263157894737,23,0.2865497076023391,0.05263157894736842,1,0.052631578947368425,8030146.2105263155,152572778,42172814912356.07,0.2631578947368421,5,0.2046783625730994,6.105263157894737,116,13.321637426900585,9.842105263157896,187,8.251461988304094,0.05263157894736842,1,0.05263157894736842,10402239.105263159,197642543,42231426616362.66,0.42105263157894735,8,0.368421052631579,0.8421052631578947,0.0,0,0.0,0.05263157894736842,1,0.05263157894736841,0,0,0.0,10.526315789473685,200,25.485380116959064,1,0.15789473684210525,3,0.14035087719298245,0.11377718025139409,2.161766424776488,0.0036437386159772567,0.10526315789473684,2,0.09941520467836257,2.263157894736842,43,79.42690058479532,0.0,0,0.0,2.6315789473684212,50,2.690058479532164,0.2631578947368421,5,0.20467836257309943,0.47368421052631576,9,0.4853801169590643,26116.57894736842,496215,1323411514.7017543,0.3684210526315789,7,0.24561403508771928,10.947368421052632,208,2141.0526315789475,-0.14642857142857144,-2.7821428571428575,0.165531462585034,0.0,0,0.0,1.4736842105263157,28,2.707602339181287,0.0,0,0.0,15.368421052631579,292,59.0233918128655,26903,363,1,1418598729000.0,1280296093000.0,64227,1418598827000.0,1418601827000.0,821869172839.5061,3,3,98000.0,3098000.0
544268732046913536,0.1111111111111111,1,0.11111111111111113,4.111111111111111,37,8.86111111111111,9,0.7777777777777778,7,0.19444444444444445,0.0,0,0.0,1.2222222222222223,11,0.4444444444444444,0.1111111111111111,1,0.11111111111111113,5976919.555555556,53792276,40317471520053.28,0.1111111111111111,1,0.11111111111111113,9.11111111111111,82,18.361111111111114,10.0,90,3.5,0.0,0,0.0,11261404.222222222,101352638,38543033526573.695,0.7777777777777778,7,0.4444444444444444,0.6666666666666667,0.0,0,0.0,0.0,0,0.0,0,0,0.0,14.777777777777779,133,11.194444444444445,1,0.4444444444444444,4,0.2777777777777778,0.13904985506445333,1.25144869558008,0.0014681658248411266,0.2222222222222222,2,0.19444444444444448,1.1111111111111112,10,8.86111111111111,0.1111111111111111,1,0.11111111111111113,3.888888888888889,35,3.111111111111112,0.2222222222222222,2,0.19444444444444448,0.1111111111111111,1,0.11111111111111112,29882.11111111111,268939,1560862843.1111112,0.3333333333333333,3,0.25,12.11111111111111,109,1293.1111111111109,-0.052777777777777785,-0.47500000000000003,0.046319444444444455,0.0,0,0.0,0.6666666666666666,6,0.25,0.1111111111111111,1,0.11111111111111113,17.11111111111111,154,43.361111111111114,150994,2735,1,1418598752000.0,1224297563000.0,114484,1418598790000.0,1418608996000.0,12543657937500.0,3,3,38000.0,10244000.0
544268900351766528,0.1111111111111111,1,0.11111111111111113,3.4444444444444446,31,3.0277777777777777,9,1.0,9,0.0,0.0,0,0.0,1.5555555555555556,14,1.0277777777777777,0.1111111111111111,1,0.11111111111111113,8037709.444444444,72339385,34459221591467.777,0.0,0,0.0,6.111111111111111,55,10.361111111111112,10.333333333333334,93,3.25,0.0,0,0.0,7373222.777777778,66359005,39319478453766.945,0.2222222222222222,2,0.19444444444444448,0.7777777777777778,0.0,0,0.0,0.1111111111111111,1,0.11111111111111113,0,0,0.0,10.444444444444445,94,10.277777777777775,0,0.4444444444444444,4,0.2777777777777778,0.044730448433991835,0.4025740359059265,0.0024160890792255213,0.1111111111111111,1,0.11111111111111113,2.111111111111111,19,35.611111111111114,0.0,0,0.0,2.4444444444444446,22,1.777777777777778,0.3333333333333333,3,0.25,1.1111111111111112,10,1.1111111111111112,2911.6666666666665,26205,59241171.99999999,0.1111111111111111,1,0.11111111111111113,12.777777777777779,115,1469.4444444444443,-0.033333333333333326,-0.29999999999999993,0.2225,0.0,0,0.0,1.0,9,0.75,0.0,0,0.0,15.11111111111111,136,32.861111111111114,19256,619,1,1418598792000.0,1221014072000.0,23366,1418599304000.0,1418627745000.0,80321492187500.0,3,3,512000.0,28953000.0
544269221564137472,0.125,3,0.11413043478260869,5.541666666666667,133,7.128623188405799,24,0.875,21,0.11413043478260868,0.0,0,0.0,1.75,42,0.3695652173913043,0.125,3,0.11413043478260869,5225543.375,125413041,28988969787202.86,0.041666666666666664,1,0.041666666666666664,6.958333333333333,167,13.954710144927537,11.166666666666666,268,10.492753623188406,0.0,0,0.0,12574522.083333334,301788530,32791519105163.99,0.16666666666666666,4,0.14492753623188404,0.9166666666666666,0.0,0,0.0,0.125,3,0.11413043478260869,0,0,0.0,13.083333333333334,314,19.818840579710145,1,0.20833333333333334,5,0.17210144927536233,0.0718085848356691,1.7234060360560584,0.0010112809192370988,0.375,9,0.2445652173913043,4.166666666666667,100,292.4057971014493,0.041666666666666664,1,0.04166666666666666,3.0,72,2.869565217391305,0.6666666666666666,16,1.2753623188405796,0.8333333333333334,20,0.6666666666666666,27843.416666666668,668242,869104933.1231884,0.4166666666666667,10,0.25362318840579706,29.375,705,18377.635869565216,-0.02876984126984124,-0.6904761904761898,0.14006157777120504,0.0,0,0.0,0.8333333333333334,20,1.6231884057971016,0.125,3,0.11413043478260869,16.208333333333332,389,45.38949275362319,1672,45,1,1418598869000.0,1298864310000.0,2475,1418599204000.0,1418601014000.0,223837361058.60123,6,4,335000.0,2145000.0
544269749405097984,0.0625,1,0.0625,6.0625,97,36.195833333333326,16,0.875,14,0.11666666666666664,0.25,4,0.20000000000000007,1.5,24,0.5333333333333333,0.25,4,0.3333333333333333,8430443.25,134887092,37406733333607.93,0.125,2,0.11666666666666664,5.5,88,13.466666666666667,10.0,160,5.333333333333332,0.3125,5,0.22916666666666663,11883422.5,190134760,24919564261585.07,0.1875,3,0.2958333333333333,0.8125,0.0,0,0.0,0.0,0,0.0,0,0,0.0,9.5,152,21.866666666666667,1,0.5,8,0.26666666666666666,0.1229332842263608,1.9669325476217727,0.004132036765768066,0.0625,1,0.062499999999999986,5.8125,93,481.3625,0.0,0,0.0,1.1875,19,2.1625,0.5,8,0.8,0.8125,13,1.229166666666667,30928.5625,494857,1190595758.7958333,0.1875,3,0.1625,30.625,490,14553.049999999997,-0.053520698051948055,-0.8563311688311689,0.1596891750953997,0.0,0,0.0,1.375,22,5.05,0.0,0,0.0,10.75,172,32.733333333333334,170463,2226,1,1418598994000.0,1214532187000.0,104317,1418599183000.0,1418601581000.0,548664755555.5555,3,2,189000.0,2587000.0
544269997745242112,0.07407407407407407,2,0.07122507122507121,4.666666666666667,126,10.230769230769234,27,0.9629629629629629,26,0.037037037037037035,0.0,0,0.0,1.6666666666666667,45,0.5384615384615383,0.14814814814814814,4,0.13105413105413105,7006959.518518519,189187907,36753865383318.41,0.1111111111111111,3,0.10256410256410257,5.555555555555555,150,9.487179487179487,10.074074074074074,272,6.378917378917379,0.2222222222222222,6,0.17948717948717943,10553275.666666666,284938443,18372827706725.54,0.037037037037037035,1,0.037037037037037035,0.9259259259259259,0.0,0,0.0,0.037037037037037035,1,0.03703703703703704,0,0,0.0,10.777777777777779,291,16.333333333333332,1,0.2222222222222222,6,0.17948717948717946,0.04640181980693346,1.2528491347872035,0.0013839875729241735,0.1111111111111111,3,0.10256410256410257,5.703703703703703,154,528.9857549857551,0.037037037037037035,1,0.037037037037037035,2.7037037037037037,73,1.678062678062678,0.7037037037037037,19,1.0626780626780628,0.7777777777777778,21,1.2564102564102566,39958.37037037037,1078876,3231023902.780627,0.18518518518518517,5,0.1566951566951567,27.85185185185185,752,18564.054131054123,-0.21441498316498317,-5.789204545454545,0.3249086481437334,0.0,0,0.0,0.8148148148148148,22,0.849002849002849,0.1111111111111111,3,0.10256410256410257,14.037037037037036,379,40.421652421652425,15079,228,1,1418599054000.0,1237694464000.0,675,1418599239000.0,1418613249000.0,15074698226331.363,7,4,185000.0,14195000.0
544270745744846848,0.0,0,0.0,3.2222222222222223,58,5.594771241830065,18,0.8333333333333334,15,0.14705882352941174,0.0,0,0.0,2.5555555555555554,46,0.3790849673202615,0.05555555555555555,1,0.055555555555555546,7549483.333333333,135890700,41230260881152.71,0.05555555555555555,1,0.055555555555555546,6.444444444444445,116,7.673202614379084,11.722222222222221,211,7.506535947712418,0.1111111111111111,2,0.10457516339869279,10842393.222222222,195163078,26753340033699.246,0.2222222222222222,4,0.4183006535947711,0.8888888888888888,0.0,0,0.0,0.05555555555555555,1,0.05555555555555554,0,0,0.0,12.055555555555555,217,19.8202614379085,1,0.5,9,0.2647058823529411,0.07535311632657155,1.356356093878288,0.0011662583480083564,0.3888888888888889,7,0.25163398692810457,1.1666666666666667,21,22.147058823529406,0.0,0,0.0,2.3333333333333335,42,3.176470588235294,0.5555555555555556,10,0.7320261437908496,0.6111111111111112,11,0.36928104575163395,14575.777777777777,262364,1148574920.771242,0.4444444444444444,8,0.26143790849673204,9.61111111111111,173,1622.369281045752,-0.12928571428571428,-2.327142857142857,0.1905049819927971,0.0,0,0.0,0.9444444444444444,17,1.1143790849673203,0.0,0,0.0,13.666666666666666,246,30.823529411764707,69745,3025,0,1418599232000.0,1208296579000.0,147976,1418599305000.0,1418677169000.0,336142567972318.4,2,2,73000.0,77937000.0
