thread,favorite_count_mean,favorite_count_sum,favorite_count_var,user_mentions_mean,user_mentions_sum,user_mentions_var,media_count_mean,media_count_sum,media_count_var,sensitive_mean,sensitive_sum,sensitive_var,has_place_mean,has_place_sum,has_place_var,has_coords_mean,has_coords_sum,has_coords_var,retweet_count_mean,retweet_count_sum,retweet_count_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,urls_count_mean,urls_count_sum,urls_count_var,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,is_rumor,thread_length,user.has_bg_img_mean,user.has_bg_img_sum,user.has_bg_img_var,has_quest_mean,has_quest_sum,has_quest_var,has_exclaim_mean,has_exclaim_sum,has_exclaim_var,has_quest_or_exclaim_mean,has_quest_or_exclaim_sum,has_quest_or_exclaim_var,user.default_pic_mean,user.default_pic_sum,user.default_pic_var,has_smile_emoji_mean,has_smile_emoji_sum,has_smile_emoji_var,user.verified_mean,user.verified_sum,user.verified_var,user.name_length_mean,user.name_length_sum,user.name_length_var,user.handle_length_mean,user.handle_length_sum,user.handle_length_var,user.profile_sbcolor_mean,user.profile_sbcolor_sum,user.profile_sbcolor_var,user.profile_bgcolor_mean,user.profile_bgcolor_sum,user.profile_bgcolor_var,hasperiod_mean,hasperiod_sum,hasperiod_var,number_punct_mean,number_punct_sum,number_punct_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,capitalratio_mean,capitalratio_sum,capitalratio_var,contentlength_mean,contentlength_sum,contentlength_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,Noun_mean,Noun_sum,Noun_var,Verb_mean,Verb_sum,Verb_var,Adjective_mean,Adjective_sum,Adjective_var,Pronoun_mean,Pronoun_sum,Pronoun_var,Adverb_mean,Adverb_sum,Adverb_var,src.followers_count,src.listed_count,src.user_verified,created,src.created_at,src.tweets_total,first_resp,last_resp,resp_var,component_count,largest_cc_diameter,time_to_first_resp,time_to_last_resp
552783238415265792,1.5,15,19.38888888888889,2.3,23,1.7888888888888888,0.0,0,0.0,0.0,0,0.0,0.1,1,0.1,0.0,0,0.0,16.0,160,2524.6666666666665,0.0,0,0.0,0.9,0.1,1,0.1,14063.2,140632,298107951.5111111,1,10,1.0,10,0.0,0.1,1,0.10000000000000002,0.0,0,0.0,0.1,1,0.10000000000000002,0.3,3,0.23333333333333334,0.0,0,0.0,0.0,0,0.0,10.6,106,2.933333333333333,8.5,85,30.5,12077789.3,120777893,17999140250970.9,6396012.0,63960120,36830095647944.0,0.5,5,0.2777777777777778,5.8,58,6.844444444444443,0.1,1,0.10000000000000002,0.0,0,0.0,0.06862617649109558,0.6862617649109558,0.00042645153206513284,15.5,155,43.611111111111114,0.008333333333333331,0.08333333333333331,0.11606481481481483,6.4,64,4.488888888888889,2.2,22,4.4,1.1,11,1.4333333333333333,1.1,11,4.544444444444444,0,0,0.0,1628,78,0,1420628768000.0,1317720977000.0,1901,1420629855000.0,1420635629000.0,4138935654320.987,3,3,1087000.0,6861000.0
552783667052167168,5.0,40,178.28571428571428,1.25,10,0.5,0.125,1,0.12500000000000003,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,60.875,487,29507.26785714286,0.25,2,0.21428571428571427,0.75,0.0,0,0.0,16658.375,133267,322078421.41071427,1,8,1.0,8,0.0,0.375,3,0.2678571428571429,0.0,0,0.0,0.375,3,0.2678571428571429,0.5,4,0.2857142857142857,0.0,0,0.0,0.125,1,0.12500000000000003,11.25,90,6.214285714285714,10.625,85,10.267857142857142,13674289.5,109394316,3667865393733.428,12810756.625,102486053,3508856053834.841,1.125,9,1.5535714285714284,5.25,42,11.071428571428571,0.125,1,0.12500000000000003,0.25,2,0.21428571428571433,0.045174518633817974,0.3613961490705438,0.0005708325077606137,14.75,118,38.785714285714285,-0.09375,-0.75,0.02888392857142857,6.25,50,10.785714285714286,1.75,14,1.3571428571428572,2.0,16,2.0,0.25,2,0.21428571428571433,0,0,0.0,129573,4085,1,1420628871000.0,1237381031000.0,48440,1420629278000.0,1420667062000.0,167482396489795.9,3,3,407000.0,38191000.0
552783745565347840,2.8333333333333335,17,36.16666666666667,1.1666666666666667,7,0.5666666666666667,0.0,0,0.0,0.0,0,0.0,0.16666666666666666,1,0.16666666666666669,0.16666666666666666,1,0.16666666666666669,21.166666666666668,127,2688.166666666667,0.16666666666666666,1,0.16666666666666669,0.6666666666666667,0.0,0,0.0,15627.0,93762,630450746.4000001,1,6,1.0,6,0.0,0.16666666666666666,1,0.16666666666666669,0.0,0,0.0,0.16666666666666666,1,0.16666666666666669,0.6666666666666666,4,0.26666666666666666,0.0,0,0.0,0.16666666666666666,1,0.16666666666666669,10.833333333333334,65,16.966666666666665,11.333333333333334,68,19.066666666666663,14019059.0,84114354,4564454712201.6,13741259.5,82447557,3188575626870.3,0.3333333333333333,2,0.2666666666666667,3.1666666666666665,19,1.366666666666667,0.5,3,0.7,0.0,0,0.0,0.033427218629971306,0.20056331177982784,0.00031368144203213985,17.166666666666668,103,61.366666666666674,-0.0640873015873016,-0.3845238095238096,0.20885057634164778,5.666666666666667,34,4.666666666666667,3.6666666666666665,22,5.466666666666667,1.6666666666666667,10,2.666666666666667,0.8333333333333334,5,1.7666666666666668,0,0,0.0,529882,6600,1,1420628889000.0,1209392977000.0,66682,1420629226000.0,1420633946000.0,2874470560000.0,2,2,337000.0,5057000.0
552784168849907712,1.0714285714285714,15,16.07142857142857,1.7142857142857142,24,0.5274725274725273,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7.571428571428571,106,786.4175824175824,0.35714285714285715,5,0.4010989010989012,0.7857142857142857,0.0,0,0.0,21466.14285714286,300526,852658790.7472527,1,14,1.0,14,0.0,0.35714285714285715,5,0.24725274725274723,0.07142857142857142,1,0.07142857142857142,0.42857142857142855,6,0.26373626373626374,0.42857142857142855,6,0.26373626373626374,0.0,0,0.0,0.07142857142857142,1,0.07142857142857142,12.285714285714286,172,4.21978021978022,14.285714285714286,200,20.065934065934066,12088865.57142857,169244118,16477345953860.574,9276646.642857144,129873053,17116436980382.707,1.2142857142857142,17,1.412087912087912,4.571428571428571,64,6.263736263736263,0.0,0,0.0,0.14285714285714285,2,0.13186813186813187,0.09333303234760222,1.306662452866431,0.0018243795106403352,13.071428571428571,183,33.456043956043956,-0.10763578869047621,-1.506901041666667,0.06214713230528967,6.0,84,4.769230769230769,2.357142857142857,33,3.631868131868132,1.0714285714285714,15,2.0714285714285716,0.7857142857142857,11,1.2582417582417582,0,0,0.0,499741,8602,1,1420628990000.0,1235809892000.0,100466,1420629082000.0,1420634827000.0,1891581254437.8706,3,3,92000.0,5837000.0
552784526955806720,2.1176470588235294,36,59.48529411764706,1.411764705882353,24,0.3823529411764707,0.0,0,0.0,0.0,0,0.0,0.17647058823529413,3,0.15441176470588233,0.058823529411764705,1,0.0588235294117647,24.294117647058822,413,9981.970588235292,0.17647058823529413,3,0.15441176470588233,0.8823529411764706,0.0,0,0.0,19410.058823529413,329971,595801821.6838236,1,17,1.0,17,0.0,0.11764705882352941,2,0.11029411764705882,0.11764705882352941,2,0.1102941176470588,0.17647058823529413,3,0.15441176470588233,0.47058823529411764,8,0.2647058823529412,0.0,0,0.0,0.058823529411764705,1,0.058823529411764705,12.294117647058824,209,6.345588235294119,12.941176470588236,220,26.058823529411764,9950049.764705881,169150846,40839085355234.33,8793775.764705881,149494188,36478232538043.945,1.2352941176470589,21,3.1911764705882346,3.1176470588235294,53,6.985294117647059,0.058823529411764705,1,0.0588235294117647,0.058823529411764705,1,0.058823529411764705,0.0781680705776766,1.328857199820502,0.0014286610102758571,12.117647058823529,206,54.485294117647065,-0.07452380952380953,-1.266904761904762,0.09454998582766441,5.352941176470588,91,7.492647058823528,1.2352941176470589,21,1.6911764705882357,1.2941176470588236,22,2.2205882352941173,0.35294117647058826,6,0.2426470588235294,0,0,0.0,1377384,14555,1,1420629076000.0,1257333945000.0,27228,1420629117000.0,1420637121000.0,4514770562500.0,4,4,41000.0,8045000.0
552784600502915072,1.25,50,41.782051282051285,2.925,117,1.5070512820512816,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,5.25,210,1018.1923076923075,0.025,1,0.024999999999999994,0.95,0.025,1,0.024999999999999998,9823.2,392928,73960037.3948718,0,40,1.0,40,0.0,0.275,11,0.20448717948717954,0.025,1,0.024999999999999994,0.275,11,0.20448717948717954,0.5,20,0.2564102564102564,0.0,0,0.0,0.05,2,0.048717948717948725,10.3,412,5.5487179487179485,7.625,305,13.163461538461538,12869262.575,514770503,9702212878934.402,10350850.425,414034017,20893353623687.793,1.15,46,1.6692307692307695,3.825,153,8.096794871794868,0.075,3,0.07115384615384616,0.175,7,0.14807692307692316,0.10717998467256147,4.287199386902459,0.002435821219707922,17.35,694,30.489743589743586,0.08321744227994228,3.328697691197691,0.133986590858361,6.275,251,6.153205128205128,3.4,136,2.3999999999999995,1.025,41,0.8455128205128202,1.275,51,1.230128205128205,0,0,0.0,41591,1657,1,1420629093000.0,1310135574000.0,15128,1420629248000.0,1420704333000.0,504796061204470.7,4,5,155000.0,75240000.0
552784882687299584,2.24,56,91.44,1.32,33,0.30999999999999994,0.04,1,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,20.48,512,10400.676666666664,0.08,2,0.07666666666666665,0.92,0.2,5,0.16666666666666666,10133.08,253327,594088000.7433335,1,25,1.0,25,0.0,0.24,6,0.18999999999999995,0.08,2,0.07666666666666665,0.28,7,0.21000000000000005,0.6,15,0.24999999999999992,0.0,0,0.0,0.04,1,0.04,10.32,258,9.560000000000002,10.64,266,18.99000000000001,12724796.52,318119913,10615454524552.096,9938375.12,248459378,28064005727522.855,1.28,32,1.9599999999999997,5.08,127,19.99333333333333,0.0,0,0.0,0.08,2,0.07666666666666665,0.07470589795707701,1.8676474489269252,0.0027637996343247606,13.6,340,60.25000000000001,-0.1354,-3.385,0.1386623333333333,5.28,132,10.543333333333331,2.4,60,3.083333333333334,1.08,27,1.16,0.6,15,0.8333333333333334,0,0,0.0,1787519,14705,1,1420629160000.0,1184856173000.0,122350,1420629266000.0,1420639335000.0,6313380666666.667,4,6,106000.0,10175000.0
552784898743099392,2.0,20,39.99999999999999,1.6,16,0.48888888888888893,0.2,2,0.17777777777777778,0.0,0,0.0,0.2,2,0.1777777777777778,0.1,1,0.1,14.5,145,2070.5,0.9,9,2.766666666666667,0.7,0.1,1,0.10000000000000002,25622.2,256222,1520285848.8444443,0,10,1.0,10,0.0,0.2,2,0.1777777777777778,0.2,2,0.1777777777777778,0.4,4,0.26666666666666666,0.5,5,0.2777777777777778,0.0,0,0.0,0.1,1,0.10000000000000002,9.7,97,10.9,11.2,112,23.28888888888889,13289835.2,132898352,3615734817928.4004,10554158.1,105541581,28130178891383.21,0.5,5,0.5,5.9,59,18.544444444444437,0.0,0,0.0,0.2,2,0.17777777777777778,0.0965017433063752,0.9650174330637521,0.004682670433318171,11.3,113,24.455555555555556,-0.004015151515151527,-0.04015151515151527,0.04853558310376492,6.1,61,13.655555555555557,1.2,12,1.511111111111111,0.5,5,0.7222222222222222,0.3,3,0.23333333333333334,0,0,0.0,139847,3015,1,1420629164000.0,1167765739000.0,58363,1420629312000.0,1421012000000.0,1.418443344128395e+16,3,2,148000.0,382836000.0
552785367972450304,2.3636363636363638,26,38.45454545454545,2.8181818181818183,31,0.5636363636363637,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,13.363636363636363,147,1849.0545454545456,0.18181818181818182,2,0.16363636363636364,0.8181818181818181,0.0,0,0.0,19436.272727272728,213799,424830212.4181818,1,11,0.9090909090909091,10,0.09090909090909091,0.2727272727272727,3,0.2181818181818182,0.09090909090909091,1,0.09090909090909091,0.36363636363636365,4,0.2545454545454545,0.45454545454545453,5,0.2727272727272727,0.0,0,0.0,0.0,0,0.0,9.0,99,7.2,9.818181818181818,108,19.963636363636365,11931773.545454545,131249509,20609207045775.676,10301479.818181818,113316278,28169938921570.957,1.5454545454545454,17,2.8727272727272726,3.8181818181818183,42,1.7636363636363637,0.0,0,0.0,0.0,0,0.0,0.05915204694096792,0.6506725163506472,0.001022901125664918,14.0,154,26.2,0.10454545454545454,1.15,0.07922727272727273,5.7272727272727275,63,4.818181818181818,2.5454545454545454,28,2.672727272727273,1.2727272727272727,14,0.21818181818181812,0.8181818181818182,9,0.7636363636363637,0,0,0.0,2835,219,0,1420629276000.0,1181041446000.0,5448,1420630325000.0,1420641570000.0,8723651290000.0,2,4,1049000.0,12294000.0
552785375161499649,1.25,5,6.249999999999999,0.75,3,0.25000000000000006,0.0,0,0.0,0.0,0,0.0,0.25,1,0.25,0.0,0,0.0,32.0,128,4096.000000000001,0.0,0,0.0,0.75,0.5,2,0.3333333333333333,38813.25,155253,3242882039.5833335,1,4,1.0,4,0.0,0.25,1,0.25000000000000006,0.0,0,0.0,0.25,1,0.25000000000000006,0.5,2,0.3333333333333333,0.0,0,0.0,0.25,1,0.25000000000000006,9.75,39,7.583333333333333,11.25,45,14.25,14708598.0,58834392,5705568390252.0,10195167.5,40780670,47609175014377.0,0.75,3,0.25000000000000006,5.0,20,18.0,0.0,0,0.0,0.0,0,0.0,0.08485146148164313,0.3394058459265725,0.005533813804001305,9.75,39,46.25,-0.0875,-0.35,0.09729166666666667,3.0,12,5.999999999999999,0.75,3,0.9166666666666666,2.0,8,2.0,0.0,0,0.0,0,0,0.0,972167,11772,1,1420629278000.0,1224979229000.0,123899,1420629391000.0,1420629921000.0,61608666666.666664,2,2,113000.0,643000.0
